,accepted,condition_id,data,participant_crowd_worker_id,participant_hearing_response_estimation,participant_hearing_test_attempts,participant_hearing_test_last_attempt,participant_id,participant_passed_hearing_test,participant_platform,participant_post_test_survey,participant_pre_test_survey,rating,stimulus,test_id,trial_id
10,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR4cWy8KxnMEbZGF_THSvWC-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A1USNVXB24PIAY,,1,2017-04-17 03:18:59.669693,110,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Nothing about the task or instructions were confusing, but it can sometimes be hard to tell where a change in the music was, or if there was a change at all."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""It was fun and different, I enjoyed it, thanks! I hope I did okay.""}","{""hearing_disorder"": ""No"", ""age"": ""72""}",0.212512516689,S01_01,1,1129
11,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR3Mud5dL-YSlj-ISwYyG7PUB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD87nJx2EQwcJIzdX7mYy-8sT8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""1""}",A3FJE9AUW0O41D,,1,2017-04-17 02:35:08.142236,73,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Vocals and keyboards, both amateur"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""I did this survey last time. You said I'd only have to do it once. You made me sit through the training video twice too.""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",0.54629088785,S01_01,1,1186
12,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR41wvnQW2kdSnoksz0wseAoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD87nJx2EQwcJIzdX7mYy-8sT8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""1""}",AD3ZSVTCXP0Y5,,1,2017-04-17 02:50:44.902388,85,True,mturk,"{""country"": ""KOR"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""cello"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""46""}",-1.0,S01_01,1,1305
13,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR8CPoO0HoRLkEAiuK5ZsgZ4B_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD87nJx2EQwcJIzdX7mYy-8sT8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""1""}",A74PT3GRDMEZ,,1,2017-04-17 02:29:47.665738,68,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""23""}",-1.0,S01_01,1,1449
14,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR8UNrohbh-nNDZpyiWYzCLWYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A3GUW5TPR84XVL,,1,2017-04-17 03:18:42.137488,106,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""62""}",-1.0,S01_01,1,1523
15,False,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR2y5V1oZ4-GbVk6F19liqd-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A1RQMCUA0GNJ43,,1,2017-04-17 03:26:38.789151,115,True,mturk,"{""country"": ""CAN"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": "" "", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": "" ""}","{""hearing_disorder"": ""No"", ""age"": ""25""}",-1.0,S01_01,1,1541
16,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR4enEAVwzUkXN_YWTobeDdOYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A1U0GNE5ELW5V7,,1,2017-04-17 03:30:35.231351,118,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Guitar"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""None.""}","{""hearing_disorder"": ""No"", ""age"": ""31""}",-1.0,S01_01,1,1589
17,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR_ysE7cuQzSATKUzzuBKng2YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A14PFRHG0A2YY9,,1,2017-04-17 03:57:19.847202,140,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""All went well with no problems, thank you"", ""average_music_hours"": ""more than 8"", ""instrument"": ""harmonica"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Had fun  ""}","{""hearing_disorder"": ""No"", ""age"": ""50""}",-1.0,S01_01,1,1756
18,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDRzu5PAtItTOf3nqCTV7_vXYB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD87nJx2EQwcJIzdX7mYy-8sT8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""1""}",A1V2H0UF94ATWY,,1,2017-04-17 03:06:59.377490,97,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""n/a"", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""n/a""}","{""hearing_disorder"": ""No"", ""age"": ""58""}",0.150429739653,S01_01,1,1776
19,True,1,"{""stimulusKeys"": [""E1"", ""E1""], ""stimulusFiles"": {""S01_10"": ""seg01_10.mp3"", ""S01_09"": ""seg01_09.mp3"", ""S01_08"": ""seg01_08.mp3"", ""S01_07"": ""seg01_07.mp3"", ""S01_06"": ""seg01_06.mp3"", ""S01_05"": ""seg01_05.mp3"", ""S01_04"": ""seg01_04.mp3"", ""S01_03"": ""seg01_03.mp3"", ""S01_02"": ""seg01_02.mp3"", ""S01_01"": ""seg01_01.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""1"", ""referenceFiles"": [[""Reference"", ""/audio/fTP8UtfLj3KbZX5FrTMDR52y37G858U4y9YaNQU8gA-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPseRow3rrFQvX4yYDtqCUc2rzuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""1""}",A1FHS282JP487T,,1,2017-04-17 03:49:25.591892,135,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""no"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""31""}",0.620389686248,S01_01,1,1841
